Iteration,Loss
0,0.0027333376644965096
1,0.0027333376644965096
2,0.0027333376644965096
3,0.0027333376644965096
4,0.0027333376644965096
5,0.0027333376644965096
6,0.0018057302819478932
7,0.0018057302819478932
8,0.001774091529884571
9,0.001774091529884571
10,0.0016607462275298583
11,0.0016607462275298583
12,0.0016607462275298583
13,0.0016607462275298583
14,0.0016429525407934127
15,0.0016429525407934127
16,0.0015695509492220801
17,0.0015695509492220801
18,0.0015695509492220801
19,0.0015650592828893159
20,0.0015540300919758732
21,0.0015540300919758732
22,0.0015540300919758732
23,0.0015540300919758732
24,0.0015540300919758732
25,0.0015502547549843108
26,0.0015446663046153222
27,0.0015392570976254308
28,0.0015150657985148314
29,0.0015079113704771746
30,0.00148810118455664
31,0.00148810118455664
32,0.0014480474120652203
33,0.0014344573791717297
34,0.0013935161794149944
35,0.0013785669055603176
36,0.0012192022170518374
37,0.0012192022170518374
38,0.0011580296599302295
39,0.0010863422735326673
40,0.0010863422735326673
41,0.0010565316887241008
42,0.001019919739852588
43,0.001006561323902728
44,0.001006561323902728
45,0.0009945409059396856
46,0.0009861493161635944
47,0.0009861493161635944
48,0.0009791688648761172
49,0.0009781228767525468
50,0.0009781228767525468
51,0.0009760350947893914
52,0.0009752391228112238
53,0.0009752391228112238
54,0.0009750760809142786
55,0.0009745047464649284
56,0.0009745047464649284
57,0.0009745047464649284
58,0.0009745047464649284
59,0.0009745047464649284
60,0.000974463625304447
61,0.000974463625304447
62,0.000974463625304447
63,0.000974463625304447
64,0.0009744600055274337
65,0.0009744600055274337
66,0.0009744598211778886
67,0.0009744590889082219
68,0.0009744590889082219
69,0.0009744588105580188
70,0.0009744588105580188
71,0.0009744588105580188
72,0.0009744586929678326
73,0.000974458518899274
74,0.000974458518899274
75,0.000974458518899274
76,0.0009744585173903537
77,0.0009744585099991799
78,0.0009744585099991799
79,0.0009744585094952252
80,0.0009744585094426574
81,0.0009744585089686115
82,0.0009744585089686115
83,0.0009744585089686115
84,0.0009744585089261075
85,0.0009744585088845438
86,0.0009744585088046423
87,0.0009744585088046423
88,0.0009744585087996284
89,0.0009744585087996284
90,0.000974458508796803
91,0.000974458508796803
92,0.000974458508796803
93,0.0009744585087957579
