Iteration,Loss
0,0.024093526048966293
1,0.024093526048966293
2,0.02342218776979799
3,0.02342218776979799
4,0.02342218776979799
5,0.02342218776979799
6,0.02342218776979799
7,0.022500754728365293
8,0.02243873728928591
9,0.02169344695488742
10,0.019690210103206377
11,0.019002216245112842
12,0.018217492449891782
13,0.018217492449891782
14,0.018124328682834537
15,0.018124328682834537
16,0.018124328682834537
17,0.018124328682834537
18,0.018124328682834537
19,0.018124328682834537
20,0.018120133455438895
21,0.018120133455438895
22,0.01811740995238394
23,0.018113534929191415
24,0.018113534929191415
25,0.018113534929191415
26,0.018113534929191415
27,0.018112677415779915
28,0.018112326413321746
29,0.018112326413321746
30,0.018112326413321746
31,0.018112292188010127
32,0.018112264546559023
33,0.018112264546559023
34,0.018112264546559023
35,0.018112244286683225
36,0.018112240250816834
37,0.018112240250816834
38,0.018112240041054405
39,0.018112240041054405
40,0.018112240041054405
41,0.01811224002510175
42,0.01811223994012126
43,0.01811223994012126
44,0.018112239917528847
45,0.018112239917528847
46,0.01811223991285046
47,0.018112239907757087
48,0.018112239907306538
49,0.018112239903829205
50,0.018112239903827307
51,0.018112239903827307
52,0.01811223990366991
53,0.018112239903610095
54,0.018112239903610095
55,0.018112239903610095
56,0.01811223990359415
57,0.018112239903575935
58,0.018112239903575935
59,0.018112239903575935
60,0.018112239903574127
61,0.018112239903574127
62,0.018112239903574127
63,0.01811223990357394
