Iteration,Loss
0,0.019017306963011057
1,0.00653440720537142
2,0.00653440720537142
3,0.00653440720537142
4,0.00653440720537142
5,0.00653440720537142
6,0.00653440720537142
7,0.00653440720537142
8,0.00653440720537142
9,0.00653440720537142
10,0.00653440720537142
11,0.00653440720537142
12,0.0059839952576633436
13,0.005966855786663701
14,0.005657717352712817
15,0.003212813824624709
16,0.0012710646817665862
17,0.0011079468236614037
18,0.0011079468236614037
19,0.001075769092409825
20,0.001075769092409825
21,0.001075769092409825
22,0.001075769092409825
23,0.001021462535665518
24,0.001021462535665518
25,0.001021462535665518
26,0.0010057175916640092
27,0.0009830551612747891
28,0.0009826035056650655
29,0.0009704092807398125
30,0.0009512242149492007
31,0.0009271348105271682
32,0.0008998784423177456
33,0.0008958783032719582
34,0.0008955117609162093
35,0.0008804218273783165
36,0.0008712756918910034
37,0.0008712756918910034
38,0.0008706264447617222
39,0.0008706264447617222
40,0.0008705765821509441
41,0.0008705765821509441
42,0.000870480933700672
43,0.0008704502539939599
44,0.0008704120579797697
45,0.0008704120579797697
46,0.0008704111023448471
47,0.0008704042046944766
48,0.0008704006919977087
49,0.0008703970165223141
50,0.0008703964634091832
51,0.0008703964634091832
52,0.0008703964634091832
53,0.0008703964634091832
54,0.0008703964204916642
55,0.0008703964204916642
56,0.0008703963944966323
57,0.0008703963245909766
58,0.0008703963245909766
59,0.0008703963245909766
60,0.0008703963222089588
61,0.0008703963222089588
62,0.0008703963222089588
63,0.0008703963214526793
64,0.0008703963207256735
65,0.0008703963207256735
66,0.0008703963207256735
67,0.0008703963207082068
68,0.0008703963207082068
69,0.0008703963207082068
70,0.0008703963207082068
71,0.0008703963207071125
72,0.0008703963206909821
73,0.000870396320676717
74,0.000870396320676717
75,0.0008703963206756607
76,0.0008703963206756607
77,0.0008703963206750337
