n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,sim_seconds,sub_id,cluster_id
0.35112531215853476,113.64323557446887,0.1293716839494231,4.887062631190129,2.65999830074903,0.677431583404541,1.870162010192871,2.71962833404541,3.1472678184509277,3.37861967086792,3.525963306427002,3.648467540740967,3.7482800483703613,4.56,15,8
0.8893182569730707,77.17414131356,23.413891367537087,4.721341935336996,2.2690201157334586,0.33684730529785156,0.7119226455688477,1.026472568511963,1.2879371643066406,1.505302906036377,1.68967866897583,1.8480591773986816,1.987288475036621,3.976,6,3
0.5725547707371508,1.4207525326976722,0.008331012005731595,4.180089919800844,2.0638683607803725,1.2030787467956543,3.813025951385498,6.489720821380615,8.446250915527344,9.450496673583984,9.602140426635742,9.616443634033203,9.687171936035156,3.457,0,0
0.8174392818187297,3.513329167349289,0.6240011888559346,4.340168177900171,2.8455783957814713,1.1753239631652832,3.502779483795166,5.378767490386963,6.424112796783447,7.011489391326904,7.52627420425415,8.018043518066406,8.401670455932617,4.393,1,0
0.6490354452178833,16.18670321263364,58.97921029812938,4.546248131671689,2.509696612924926,0.8475227355957031,2.4066944122314453,3.5269575119018555,4.11446475982666,4.460380554199219,4.694633483886719,4.863334655761719,4.98828125,4.134,16,8
0.6111448247218174,4.822244723222959,11.478371136183785,4.504544069281845,2.827340636064923,1.2035393714904785,3.745572090148926,6.065864562988281,7.49334716796875,8.10648250579834,8.434829711914062,8.800697326660156,9.208808898925781,4.599,1,0
0.4869292950879338,23.13770570130508,0.005136439691989388,4.3528444875658066,2.7759835675027054,1.0372881889343262,3.0821313858032227,4.721574306488037,5.584510326385498,6.0101447105407715,6.341804027557373,6.615052700042725,6.812923908233643,4.419,0,0
0.3064751671845451,11.481957452289956,0.714793170417213,4.29026162854642,2.4660530005055072,1.1994528770446777,3.805543899536133,6.477256774902344,8.367879867553711,9.162564277648926,9.258553504943848,9.330416679382324,9.495787620544434,3.902,1,0
0.907388451211848,7.840780383006396,0.005557365916884692,4.317504472717534,2.3501620334137647,0.8835887908935547,2.3665876388549805,3.3586273193359375,3.956573486328125,4.387523651123047,4.73103141784668,5.010883331298828,5.231809616088867,3.617,15,8
0.8614405887769061,14.74177275586177,61.75143110669646,4.711321871135471,2.223099001769407,0.6609807014465332,1.7190356254577637,2.422123908996582,2.842592716217041,3.1282849311828613,3.3421220779418945,3.510684013366699,3.65032958984375,3.58,16,8
0.8752648832711611,1.1211741103670156,74.37920089036062,4.53991979691047,2.111550701329787,0.9331998825073242,2.736619472503662,4.112322807312012,4.76906681060791,5.06410026550293,5.292356491088867,5.468903541564941,5.591961860656738,3.391,1,0
0.6387834097044661,258.7881830681424,86.96884806941905,4.359341317766793,2.014983916500684,0.15341806411743164,0.22693729400634766,0.31215333938598633,0.390714168548584,0.46066951751708984,0.526705265045166,0.5905241966247559,0.6503210067749023,3.212,2,1
0.4320847108621805,0.9630156039991666,244.3036210160403,4.481226894988103,2.482469710888943,0.7142353057861328,2.0751657485961914,3.1293129920959473,3.549252510070801,3.626089096069336,3.628194808959961,3.627873420715332,3.6278905868530273,3.667,16,8
0.5849419741917066,100.4207652797109,23.410495940063026,4.92748673326744,2.253526430324834,0.430208683013916,0.9870343208312988,1.4002604484558105,1.680476188659668,1.88930082321167,2.055150032043457,2.19460391998291,2.3171310424804688,3.752,6,3
0.944010354176881,2.783580252027504,0.005808103320102351,4.036674316935843,2.841567024323472,1.1375823020935059,3.314394474029541,4.978945732116699,5.904577255249023,6.480525016784668,6.992176055908203,7.431830406188965,7.766798973083496,3.838,0,0
0.6714655333197577,118.09867662413704,6.1181319070199045,4.933631692501827,2.5852679320480316,0.4026188850402832,0.8712649345397949,1.2471370697021484,1.5393218994140625,1.770820140838623,1.9623918533325195,2.1248083114624023,2.2664928436279297,4.11,6,3
0.6699333911827743,1.3916229387989782,21.274068420305262,4.1575870079330235,2.7913640475735875,1.2361078262329102,3.9538702964782715,6.700358867645264,8.621305465698242,9.515043258666992,9.743619918823242,9.870967864990234,10.086553573608398,3.87,1,0
